hotel_name,price_cny,room_type,review_score,detail_link,location_desc,location_score,distance_to_centre,city,checkin,checkout,scraped_at
Hotel Palazzuolo,"1,160",Double or Twin Room,7.9,https://www.booking.com/hotel/it/palazzuolo-san-quirico-d-orcia.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9waWVuemFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALM1ZjTBsACAdICJGUxNzMxNWI5LTA5OWEtNGFlMi1iNjM2LWUzM2RjNDc2Y2FkMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-08&checkout=2027-08-10&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=25&hapos=25&sr_order=popularity&srpvid=c6926e6660c501bf&srepoch=1785080532&all_sr_blocks=30160901_404637300_2_9_0&highlighted_blocks=30160901_404637300_2_9_0&matching_block_id=30160901_404637300_2_9_0&sr_pri_blocks=30160901_404637300_2_9_0__30109&from=searchresults,4.3 miles from Pienza,N/A,4.3 miles from Pienza,Pienza,2027-08-08,2027-08-10,2026-07-26 15:17:14
Catalonia Eixample 1864,"1,437",Triple Room (2 Adults + 1 Child),8.6,https://www.booking.com/hotel/es/catalonia-eixample-1864.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9iYXJjZWxvbmFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKd2JjTBsACAdICJGVhZjdlMTE5LWNiZDEtNDM4Ni04NGVkLWVhYzIxN2Y5MTViZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-10&checkout=2027-08-13&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=1&hapos=1&sr_order=popularity&srpvid=99036f0e51770022&srepoch=1785080870&all_sr_blocks=9058527_194606341_0_2_0&highlighted_blocks=9058527_194606341_0_2_0&matching_block_id=9058527_194606341_0_2_0&sr_pri_blocks=9058527_194606341_0_2_0__55909&from_sustainable_property_sr=1&from=searchresults,0.4 miles from downtown,9.5,0.4 miles from downtown,Barcelona,2027-08-10,2027-08-13,2026-07-26 15:17:14
HCC Taber,"1,359",Twin Room with Extra Bed (2 Adults + 1 Child),8.7,https://www.booking.com/hotel/es/taber.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9iYXJjZWxvbmFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKd2JjTBsACAdICJGVhZjdlMTE5LWNiZDEtNDM4Ni04NGVkLWVhYzIxN2Y5MTViZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-10&checkout=2027-08-13&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=6&hapos=6&sr_order=popularity&srpvid=99036f0e51770022&srepoch=1785080870&all_sr_blocks=9004215_199506743_0_2_0&highlighted_blocks=9004215_199506743_0_2_0&matching_block_id=9004215_199506743_0_2_0&sr_pri_blocks=9004215_199506743_0_2_0__52909&from_sustainable_property_sr=1&from=searchresults,0.4 miles from downtown,9.6,0.4 miles from downtown,Barcelona,2027-08-10,2027-08-13,2026-07-26 15:17:14
Barcelona House,"1,388",Triple Room,8.1,https://www.booking.com/hotel/es/barcelona-house.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9iYXJjZWxvbmFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKd2JjTBsACAdICJGVhZjdlMTE5LWNiZDEtNDM4Ni04NGVkLWVhYzIxN2Y5MTViZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-10&checkout=2027-08-13&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=7&hapos=7&sr_order=popularity&srpvid=99036f0e51770022&srepoch=1785080870&all_sr_blocks=17531103_215724710_0_1_0&highlighted_blocks=17531103_215724710_0_1_0&matching_block_id=17531103_215724710_0_1_0&sr_pri_blocks=17531103_215724710_0_1_0__54000&from=searchresults,0.6 miles from downtown,9.4,0.6 miles from downtown,Barcelona,2027-08-10,2027-08-13,2026-07-26 15:17:14
Hostal Portugal,841,Twin Room with Shared Bathroom,7.7,https://www.booking.com/hotel/es/pension-portugal.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9iYXJjZWxvbmFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKd2JjTBsACAdICJGVhZjdlMTE5LWNiZDEtNDM4Ni04NGVkLWVhYzIxN2Y5MTViZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-10&checkout=2027-08-13&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=8&hapos=8&sr_order=popularity&srpvid=99036f0e51770022&srepoch=1785080870&all_sr_blocks=27524208_185644306_0_0_0_466935&highlighted_blocks=27524208_185644306_0_0_0_466935&matching_block_id=27524208_185644306_0_0_0_466935&sr_pri_blocks=27524208_185644306_0_0_0_466935_32727&from=searchresults,0.8 miles from downtown,9.3,0.8 miles from downtown,Barcelona,2027-08-10,2027-08-13,2026-07-26 15:17:14
HCC Montblanc,"1,359",Twin Room with Extra Bed (2 Adults + 1 Child),8.8,https://www.booking.com/hotel/es/montblanc.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9iYXJjZWxvbmFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKd2JjTBsACAdICJGVhZjdlMTE5LWNiZDEtNDM4Ni04NGVkLWVhYzIxN2Y5MTViZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-10&checkout=2027-08-13&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=11&hapos=11&sr_order=popularity&srpvid=99036f0e51770022&srepoch=1785080870&all_sr_blocks=9029511_199506958_0_42_0&highlighted_blocks=9029511_199506958_0_42_0&matching_block_id=9029511_199506958_0_42_0&sr_pri_blocks=9029511_199506958_0_42_0__52909&from_sustainable_property_sr=1&from=searchresults,0.2 miles from downtown,9.6,0.2 miles from downtown,Barcelona,2027-08-10,2027-08-13,2026-07-26 15:17:14
Catalonia Born,"1,402",Triple Room (2 Adults + 1 Child),8.9,https://www.booking.com/hotel/es/cataloniaborn.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9iYXJjZWxvbmFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKd2JjTBsACAdICJGVhZjdlMTE5LWNiZDEtNDM4Ni04NGVkLWVhYzIxN2Y5MTViZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-10&checkout=2027-08-13&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=12&hapos=12&sr_order=popularity&srpvid=99036f0e51770022&srepoch=1785080870&all_sr_blocks=9058629_194604655_0_2_0&highlighted_blocks=9058629_194604655_0_2_0&matching_block_id=9058629_194604655_0_2_0&sr_pri_blocks=9058629_194604655_0_2_0__54545&from_sustainable_property_sr=1&from=searchresults,0.5 miles from downtown,9.3,0.5 miles from downtown,Barcelona,2027-08-10,2027-08-13,2026-07-26 15:17:14
Catalonia Diagonal Centro,"1,402",Triple Room (2 Adults + 1 Child),8.7,https://www.booking.com/hotel/es/catalonia-diagonal-centro.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9iYXJjZWxvbmFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKd2JjTBsACAdICJGVhZjdlMTE5LWNiZDEtNDM4Ni04NGVkLWVhYzIxN2Y5MTViZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-10&checkout=2027-08-13&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=13&hapos=13&sr_order=popularity&srpvid=99036f0e51770022&srepoch=1785080870&all_sr_blocks=9058136_194625034_0_2_0&highlighted_blocks=9058136_194625034_0_2_0&matching_block_id=9058136_194625034_0_2_0&sr_pri_blocks=9058136_194625034_0_2_0__54545&from_sustainable_property_sr=1&from=searchresults,0.8 miles from downtown,9.4,0.8 miles from downtown,Barcelona,2027-08-10,2027-08-13,2026-07-26 15:17:14
Catalonia Gracia,"1,366",Triple Room (2 Adults + 1 Child),8.5,https://www.booking.com/hotel/es/cataloniacorcega.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9iYXJjZWxvbmFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKd2JjTBsACAdICJGVhZjdlMTE5LWNiZDEtNDM4Ni04NGVkLWVhYzIxN2Y5MTViZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-10&checkout=2027-08-13&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=16&hapos=16&sr_order=popularity&srpvid=99036f0e51770022&srepoch=1785080870&all_sr_blocks=9058321_194613233_0_2_0&highlighted_blocks=9058321_194613233_0_2_0&matching_block_id=9058321_194613233_0_2_0&sr_pri_blocks=9058321_194613233_0_2_0__53182&from_sustainable_property_sr=1&from=searchresults,0.9 miles from downtown,N/A,0.9 miles from downtown,Barcelona,2027-08-10,2027-08-13,2026-07-26 15:17:14
Catalonia Gran Via BCN,"1,437",Triple Room (2 Adults + 1 Child),9.0,https://www.booking.com/hotel/es/catalonia-gran-via-bcn.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9iYXJjZWxvbmFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKd2JjTBsACAdICJGVhZjdlMTE5LWNiZDEtNDM4Ni04NGVkLWVhYzIxN2Y5MTViZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-10&checkout=2027-08-13&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=17&hapos=17&sr_order=popularity&srpvid=99036f0e51770022&srepoch=1785080870&all_sr_blocks=47494032_194582169_0_2_0&highlighted_blocks=47494032_194582169_0_2_0&matching_block_id=47494032_194582169_0_2_0&sr_pri_blocks=47494032_194582169_0_2_0__55909&from_sustainable_property_sr=1&from=searchresults,0.6 miles from downtown,9.3,0.6 miles from downtown,Barcelona,2027-08-10,2027-08-13,2026-07-26 15:17:14
Casa Lit Barcelona,"1,402",Triple Room,8.2,https://www.booking.com/hotel/es/casa-lit-barcelona-by-ona.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9iYXJjZWxvbmFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKd2JjTBsACAdICJGVhZjdlMTE5LWNiZDEtNDM4Ni04NGVkLWVhYzIxN2Y5MTViZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-10&checkout=2027-08-13&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=22&hapos=22&sr_order=popularity&srpvid=99036f0e51770022&srepoch=1785080870&all_sr_blocks=24745219_405085488_2_34_0&highlighted_blocks=24745219_405085488_2_34_0&matching_block_id=24745219_405085488_2_34_0&sr_pri_blocks=24745219_405085488_2_34_0__54545&from_sustainable_property_sr=1&from=searchresults,0.8 miles from downtown,N/A,0.8 miles from downtown,Barcelona,2027-08-10,2027-08-13,2026-07-26 15:17:14
Catalonia Avinyo,"1,402",Triple Room (2 Adults + 1 Child),8.7,https://www.booking.com/hotel/es/avinyo.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9iYXJjZWxvbmFIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKd2JjTBsACAdICJGVhZjdlMTE5LWNiZDEtNDM4Ni04NGVkLWVhYzIxN2Y5MTViZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-10&checkout=2027-08-13&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=24&hapos=24&sr_order=popularity&srpvid=99036f0e51770022&srepoch=1785080870&all_sr_blocks=9452627_195489180_0_2_0&highlighted_blocks=9452627_195489180_0_2_0&matching_block_id=9452627_195489180_0_2_0&sr_pri_blocks=9452627_195489180_0_2_0__54545&from_sustainable_property_sr=1&from=searchresults,0.5 miles from downtown,9.5,0.5 miles from downtown,Barcelona,2027-08-10,2027-08-13,2026-07-26 15:17:14
Catalonia Atocha,"1,366",Triple Room (2 Adults + 1 Child),8.8,https://www.booking.com/hotel/es/catalonia-atocha.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tYWRyaWRIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALB2pjTBsACAdICJGVkMGZhYzE4LTgzYzQtNDIwZC1hODgxLTcyOWIyYzhkYWUzNtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-13&checkout=2027-08-15&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=1&hapos=1&sr_order=popularity&srpvid=1a816fa08f93054e&srepoch=1785081162&all_sr_blocks=26609344_194582517_0_2_0&highlighted_blocks=26609344_194582517_0_2_0&matching_block_id=26609344_194582517_0_2_0&sr_pri_blocks=26609344_194582517_0_2_0__35455&from_sustainable_property_sr=1&from=searchresults,0.4 miles from downtown,9.4,0.4 miles from downtown,Madrid,2027-08-13,2027-08-15,2026-07-26 15:17:14
Hotel Sardinero Madrid,"1,331",Premium Double Room with Terrace,8.9,https://www.booking.com/hotel/es/innside-madrid-genova.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tYWRyaWRIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALB2pjTBsACAdICJGVkMGZhYzE4LTgzYzQtNDIwZC1hODgxLTcyOWIyYzhkYWUzNtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-13&checkout=2027-08-15&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=6&hapos=6&sr_order=popularity&srpvid=1a816fa08f93054e&srepoch=1785081162&all_sr_blocks=46871319_403083396_0_2_0&highlighted_blocks=46871319_403083396_0_2_0&matching_block_id=46871319_403083396_0_2_0&sr_pri_blocks=46871319_403083396_0_2_0__34545&from=searchresults,0.9 miles from downtown,9.7,0.9 miles from downtown,Madrid,2027-08-13,2027-08-15,2026-07-26 15:17:14
Porcel Ganivet,"1,103",Triple Room (2 Adults + 1 Child),8.8,https://www.booking.com/hotel/es/ganivet.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tYWRyaWRIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALB2pjTBsACAdICJGVkMGZhYzE4LTgzYzQtNDIwZC1hODgxLTcyOWIyYzhkYWUzNtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-13&checkout=2027-08-15&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=8&hapos=8&sr_order=popularity&srpvid=1a816fa08f93054e&srepoch=1785081162&all_sr_blocks=9724311_403681192_0_2_0_390451&highlighted_blocks=9724311_403681192_0_2_0_390451&matching_block_id=9724311_403681192_0_2_0_390451&sr_pri_blocks=9724311_403681192_0_2_0_390451_28608&from=searchresults,0.7 miles from downtown,N/A,0.7 miles from downtown,Madrid,2027-08-13,2027-08-15,2026-07-26 15:17:14
Vértice Roomspace,814,Family Room,8.1,https://www.booking.com/hotel/es/vertice-rooms.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tYWRyaWRIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALB2pjTBsACAdICJGVkMGZhYzE4LTgzYzQtNDIwZC1hODgxLTcyOWIyYzhkYWUzNtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-13&checkout=2027-08-15&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=11&hapos=11&sr_order=popularity&srpvid=1a816fa08f93054e&srepoch=1785081162&all_sr_blocks=41681803_422480388_2_2_0&highlighted_blocks=41681803_422480388_2_2_0&matching_block_id=41681803_422480388_2_2_0&sr_pri_blocks=41681803_422480388_2_2_0__21117&from=searchresults,5.8 miles from downtown,N/A,5.8 miles from downtown,Madrid,2027-08-13,2027-08-15,2026-07-26 15:17:14
Catalonia El Retiro,"1,472",Premium Triple Room (3 adults),9.0,https://www.booking.com/hotel/es/catalonia-el-retiro.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tYWRyaWRIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALB2pjTBsACAdICJGVkMGZhYzE4LTgzYzQtNDIwZC1hODgxLTcyOWIyYzhkYWUzNtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-13&checkout=2027-08-15&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=17&hapos=17&sr_order=popularity&srpvid=1a816fa08f93054e&srepoch=1785081162&all_sr_blocks=9143823_366556236_3_2_0&highlighted_blocks=9143823_366556236_3_2_0&matching_block_id=9143823_366556236_3_2_0&sr_pri_blocks=9143823_366556236_3_2_0__38182&from_sustainable_property_sr=1&from=searchresults,2.1 miles from downtown,N/A,2.1 miles from downtown,Madrid,2027-08-13,2027-08-15,2026-07-26 15:17:14
Hotel Don Luis,"1,051",Twin Room with Extra Bed,7.3,https://www.booking.com/hotel/es/don-luis.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tYWRyaWRIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALB2pjTBsACAdICJGVkMGZhYzE4LTgzYzQtNDIwZC1hODgxLTcyOWIyYzhkYWUzNtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-13&checkout=2027-08-15&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=19&hapos=19&sr_order=popularity&srpvid=1a816fa08f93054e&srepoch=1785081162&all_sr_blocks=18914403_196113534_3_0_0&highlighted_blocks=18914403_196113534_3_0_0&matching_block_id=18914403_196113534_3_0_0&sr_pri_blocks=18914403_196113534_3_0_0__27273&from=searchresults,7.6 miles from downtown,N/A,7.6 miles from downtown,Madrid,2027-08-13,2027-08-15,2026-07-26 15:17:14
Hostal Castilla II Puerta del Sol,"1,148",Triple Room,8.3,https://www.booking.com/hotel/es/hostalcastilla2.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tYWRyaWRIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALB2pjTBsACAdICJGVkMGZhYzE4LTgzYzQtNDIwZC1hODgxLTcyOWIyYzhkYWUzNtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-13&checkout=2027-08-15&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=20&hapos=20&sr_order=popularity&srpvid=1a816fa08f93054e&srepoch=1785081162&all_sr_blocks=70404_427682083_0_2_0&highlighted_blocks=70404_427682083_0_2_0&matching_block_id=70404_427682083_0_2_0&sr_pri_blocks=70404_427682083_0_2_0__29782&from=searchresults,450 feet from downtown,9.7,450 feet from downtown,Madrid,2027-08-13,2027-08-15,2026-07-26 15:17:14
Axor Feria,"1,025",Triple Room with free airport shuttle,8.7,https://www.booking.com/hotel/es/axor-feria.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tYWRyaWRIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALB2pjTBsACAdICJGVkMGZhYzE4LTgzYzQtNDIwZC1hODgxLTcyOWIyYzhkYWUzNtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-13&checkout=2027-08-15&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=23&hapos=23&sr_order=popularity&srpvid=1a816fa08f93054e&srepoch=1785081162&all_sr_blocks=18912507_231638378_0_2_0_1179402&highlighted_blocks=18912507_231638378_0_2_0_1179402&matching_block_id=18912507_231638378_0_2_0_1179402&sr_pri_blocks=18912507_231638378_0_2_0_1179402_26591&from=searchresults,6.7 miles from downtown,N/A,6.7 miles from downtown,Madrid,2027-08-13,2027-08-15,2026-07-26 15:17:14
"Madrid Suites Moncloa-Aravaca, SOLO CHECK IN ON LINE - PARKING GRATUITO","1,296",Premium Room with Terrace,9.1,https://www.booking.com/hotel/es/madrid-suites-madrid3.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tYWRyaWRIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALB2pjTBsACAdICJGVkMGZhYzE4LTgzYzQtNDIwZC1hODgxLTcyOWIyYzhkYWUzNtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-13&checkout=2027-08-15&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=24&hapos=24&sr_order=popularity&srpvid=1a816fa08f93054e&srepoch=1785081162&all_sr_blocks=1287103405_401667688_3_0_0_885399&highlighted_blocks=1287103405_401667688_3_0_0_885399&matching_block_id=1287103405_401667688_3_0_0_885399&sr_pri_blocks=1287103405_401667688_3_0_0_885399_33636&from=searchresults,4.8 miles from downtown,N/A,4.8 miles from downtown,Madrid,2027-08-13,2027-08-15,2026-07-26 15:17:14
LATROUPE Prado,"1,445",4-Bed Female Dormitory Room,8.7,https://www.booking.com/hotel/es/latroupe-prado.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9tYWRyaWRIMVgEaLICiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALB2pjTBsACAdICJGVkMGZhYzE4LTgzYzQtNDIwZC1hODgxLTcyOWIyYzhkYWUzNtgCAeACAQ&ucfs=1&arphpl=1&checkin=2027-08-13&checkout=2027-08-15&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=25&hapos=25&sr_order=popularity&srpvid=1a816fa08f93054e&srepoch=1785081162&all_sr_blocks=932363421_373424739_2_2_0&highlighted_blocks=932363421_373424739_2_2_0&matching_block_id=932363421_373424739_2_2_0&sr_pri_blocks=932363421_373424739_2_2_0__37497&from=searchresults,0.9 miles from downtown,9.6,0.9 miles from downtown,Madrid,2027-08-13,2027-08-15,2026-07-26 15:17:14
